id,first_name,last_name,email,gender,prev_company,linkedin_profile,remote,locations,diversity_lgbtq,diversity_disabled,diversity_minority,sustainability_pref,layoff_time,interest_roles,role,summary,keywords,exp_years
844,Bryana,Pask,bpasknf@amazonaws.com,Female,The Distance | App Developers,https://www.linkedin.com/in/Bryana_Pask,True,West Yorkshire,True,False,True,False,2022-12-19 20:50:20.612589,308;289;85;309,Senior Manager IT," manager Senior IT Manager with over 20 years of experience in the IT industry. Strong leadership and communication skills, with a proven track record of successfully managing large-scale IT projects. Extensive experience in software development and project management, with a focus on web and mobile applications. Proven ability to build and lead high-performance IT teams.",experience;manager;proven;teams;senior;years;industry;strong;leadership;communication;extensive experience;industry strong;strong leadership;communication skills;track record;successfully managing;managing large;large scale;software development;mobile applications,20
845,Lurleen,Gypson,lgypsonng@shinystat.com,Female,Resman Ltd,https://www.linkedin.com/in/Lurleen_Gypson,True,Brighton-Worthing-Littlehampton,True,True,True,False,2022-03-30 20:50:20.612589,232;56,Data Analyst," I am a data analyst with over 10 years of experience in the field. I have a strong background in statistical analysis and data mining, and I am proficient in a variety of programming languages and software tools. I have worked on a variety of projects in both the private and public sectors, and I have a proven track record of success in delivering high-quality results. I am a quick learner and a self-starter, and I am always willing to take on new challenges.",variety;data;challenges;analyst;years;experience;field;strong;background;statistical;strong background;statistical analysis;programming languages;software tools;public sectors;proven track;track record;delivering high;high quality;quality results,10
846,Kendall,O'Cooney,kocooneynh@webeden.co.uk,Male,Versantus  Award winning software and websites,https://www.linkedin.com/in/Kendall_O'Cooney,True,Leicester,False,True,True,True,2022-11-27 20:50:20.612589,259,System Designer," System Designer with 10+ years of experience in analyzing, designing, developing, and implementing IT solutions to complex business problems. Expert in translating business requirements into technical specifications and designing solutions to meet business needs.  Proven track record of delivering high-quality solutions on time and within budget.  Experience in leading and managing project teams, including developers, testers, and other stakeholders.  Strong communication and interpersonal skills, with the ability to effectively collaborate with diverse teams and build strong relationships with clients and colleagues.  Experience with Agile development methodologies, including Scrum and Kanban.  Familiar with various software development methodologies, including Waterfall and Agile.  Experience with project management tools, such as Jira and Con",experience;solutions;including;business;methodologies;development;designing;project;teams;strong;development methodologies;methodologies including;agile experience;budget experience;colleagues experience;system designer;agile development;software development;designing solutions;teams including,3
847,Serena,Yantsurev,syantsurevni@slashdot.org,Female,Sun Microsystems Ltd.  Manchester,https://www.linkedin.com/in/Serena_Yantsurev,False,Newcastle upon Tyne,False,False,False,False,2022-10-02 20:50:20.612589,312;1;143,System Designer," System Designer with over 10 years of experience in the IT industry. Strong background in system design, development, and implementation. Proven ability to manage complex projects and lead teams. Expert in software design and development.  System Designer with over 10 years of experience in the IT industry. Strong background in system design, development, and implementation. Proven ability to manage complex projects and lead teams. Expert in software design and development.  To obtain a challenging and rewarding position in the IT industry where my skills and experience can be utilized and enhanced.  Responsibilities: -Design and develop software solutions for a variety of clients -Lead teams in the development and implementation of software projects -Provide technical support and guidance to clients and",design;development;system;software;industry;implementation;lead;teams;experience;projects;lead teams;system design;design development;industry strong;implementation proven;teams expert;strong background;proven ability;manage complex;system designer,20
848,Ibbie,Dorricott,idorricottnj@phoca.cz,Female,Output Digital,https://www.linkedin.com/in/Ibbie_Dorricott,True,Leicester,False,False,True,True,2022-06-11 20:50:20.612589,252,Senior Software Engineer," with 8 years of it experience in software design, development and testing of various client server and web based applications Experience Summary: Over 8 years of experience in Software Design, Development and Testing of Client/Server and Web based Applications.  Designing and developing Enterprise Applications using .Net, C#, VB.Net, ASP.Net, ADO.Net, WPF, WCF, LINQ, and SQL Server 2005/2008/2008R2/2012. Experience in Web Services (SOAP and RESTful), XML, WSDL, UDDI and BizTalk Server. Experience in developing Windows based applications using C#, ASP.NET, ADO.NET, XML, XSLT and",net;experience;applications;server;based;web;software;design;development;testing;based applications;software design;design development;web based;net ado;ado net;client server;asp net;windows based;applications designing,16
849,Devinne,Andriuzzi,dandriuzzink@netlog.com,Female,DCSL Software Limited,https://www.linkedin.com/in/Devinne_Andriuzzi,True,Birmingham,False,False,False,False,2022-06-28 20:50:20.612589,148,System Designer," System Designer with 5+ years of experience in the IT industry. Proven track record of success in designing and implementing complex system architectures. Expert in system analysis and design, requirements gathering, and system integration. Experienced in leading teams through the full system development life cycle.  In my previous role, I was responsible for designing and implementing a cloud-based system architecture for a healthcare organization. This included designing the system architecture, developing the system requirements, and leading the team through the full system development life cycle. The system was successfully implemented and is currently being used by the organization.  In my current role, I am responsible for designing and implementing a system architecture for a financial services organization. This includes designing the system architecture, developing the",system;designing;architecture;implementing;organization;full;development;life;developing;cycle;system architecture;architecture developing;development life;life cycle;full system;system development;architectures expert;implementing complex;included designing;previous role,2
850,Gorden,Rosendall,grosendallnl@paypal.com,Male,Hallnet Ltd,https://www.linkedin.com/in/Gorden_Rosendall,False,Brighton-Worthing-Littlehampton,False,False,True,False,2022-04-12 20:50:20.612589,17,Senior Software Engineer, Senior Software Engineer with over 10 years of experience in the IT industry. Strong background in software development and engineering. Proven track record of delivering high-quality solutions on time and on budget. Expert in designing and implementing complex software systems. Highly motivated and results-oriented team player.,software;senior;player;engineer;years;experience;industry;strong;background;development;team player;industry strong;strong background;engineering proven;proven track;track record;delivering high;high quality;quality solutions;budget expert,10
851,Kala,Opfer,kopfernm@smugmug.com,Genderqueer,CodeFirst,https://www.linkedin.com/in/Kala_Opfer,True,Brighton-Worthing-Littlehampton,False,True,True,True,2022-03-07 20:50:20.612589,3;94,Data Analyst," I am a data analyst with over 10 years of experience in the field. I have a strong background in data analysis, data modeling, and data visualization. I am also experienced in machine learning and predictive modeling. I have a proven track record of delivering high-quality work and meeting deadlines.",data;modeling;deadlines;analyst;years;experience;field;strong;background;analysis;meeting deadlines;strong background;machine learning;proven track;track record;delivering high;high quality;quality work;predictive modeling;data analyst,10
852,Vinny,Monget,vmongetnn@slate.com,Male,SBS Software Development,https://www.linkedin.com/in/Vinny_Monget,False,Brighton-Worthing-Littlehampton,True,True,False,False,2022-09-16 20:50:20.612589,82;296;214;310,Web Developer," I am a web developer with over 5 years of experience in the field. I have a strong background in HTML, CSS, JavaScript, and PHP. I have worked on a variety of projects, including e-commerce websites, content management systems, and custom web applications. I am also familiar with a variety of frameworks and libraries, such as Laravel, Vue.js, and Bootstrap.",variety;web;bootstrap;developer;years;experience;field;strong;background;html;strong background;html css;css javascript;projects including;commerce websites;websites content;content management;management systems;laravel vue;web developer,5
853,Hugues,Sandwick,hsandwickno@csmonitor.com,Male,Company Dynamics Software,https://www.linkedin.com/in/Hugues_Sandwick,True,Southampton/Portsmouth,True,True,False,True,2023-01-20 20:50:20.612589,360,Sales Manager," I am a sales manager with over 10 years of experience in the industry. I have a proven track record of success in developing and implementing sales strategies, as well as in leading and motivating sales teams to achieve their goals. I am a strong communicator and a skilled negotiator, and I am able to build lasting relationships with clients and colleagues alike. I am also a quick learner and have a keen ability to adapt to new situations and challenges. In my previous role, I was responsible for managing a team of 10 sales representatives, and I was able to help them achieve a 50% increase in sales in just 6 months. I am confident that I would be a valuable asset to your team.",sales;achieve;team;manager;years;experience;industry;proven;track;record;proven track;track record;strong communicator;skilled negotiator;build lasting;lasting relationships;colleagues alike;quick learner;keen ability;previous role,26
854,Tisha,Leebetter,tleebetternp@google.co.jp,Female,Aricent,https://www.linkedin.com/in/Tisha_Leebetter,True,Edinburgh,True,True,True,True,2022-09-29 20:50:20.612589,384;8;356,Senior Manager IT," manager with 10 years of experience Project Manager | IT Manager  Senior IT manager with over 10 years of experience. Extensive experience in project management, system design, and implementation. Strong leadership and communication skills. Ability to work effectively with a wide range of stakeholders.  As a senior IT manager, I am responsible for the overall management of the IT department. I lead a team of IT professionals in the design, development, and implementation of IT systems and solutions. I also oversee the maintenance and support of existing systems.  In my previous role, I was responsible for the management of a team of IT professionals. I led the development and implementation of a new ERP system. I also oversaw the maintenance and support of existing systems",manager;implementation;experience;management;systems;team;maintenance;support;existing;years;existing systems;implementation strong;manager senior;project manager;design development;experience extensive;extensive experience;strong leadership;communication skills;skills ability,20
855,Myrtia,McGivena,mmcgivenanq@bloglines.com,Female,Waracle LTD,https://www.linkedin.com/in/Myrtia_McGivena,True,Cardiff,False,False,True,False,2022-12-12 20:50:20.612589,169,Senior Software Engineer," with 7+ years of experience in the it industry Senior Software Engineer with 7+ years of experience in the IT industry. Proven track record of delivering high-quality software solutions on time and within budget.  Experience in developing web applications using JavaScript, HTML, CSS, and AJAX. Experience in developing server-side applications using Java, Spring, and Hibernate. Experience in developing mobile applications using Android and iOS. Experience in developing database applications using SQL and NoSQL databases. Experience in developing cloud-based applications using Amazon Web Services. Experience in working with agile development methodologies. Experience in working with version control systems such as Git and SVN. Experience in working with testing tools such as JUnit",experience;developing;applications;working;years;industry;software;web;junit;senior;budget experience;ajax experience;hibernate experience;ios experience;services experience;methodologies experience;svn experience;developing server;side applications;developing mobile,7
856,Correna,Deniskevich,cdeniskevichnr@hp.com,Female,Pivetal Ltd (UK),https://www.linkedin.com/in/Correna_Deniskevich,True,Southampton/Portsmouth,True,False,True,False,2022-11-07 20:50:20.612589,269;353;145,Senior Manager IT," project manager with 10+ years of experience in it project management, i have a track record of delivering high-quality it solutions on time and within budget. In my previous role as a senior manager, i led a team of project managers and developers in the successful implementation of a large-scale it project. I am confident that my skills and experience make me a strong candidate for the it project manager role at your company.",project;manager;experience;role;company;years;management;track;record;delivering;project manager;track record;delivering high;high quality;successful implementation;large scale;strong candidate;project management;previous role;experience make,2
857,Kathryne,Deluca,kdelucans@meetup.com,Female,Box UK Ltd,https://www.linkedin.com/in/Kathryne_Deluca,True,Bournemouth/Poole,True,False,True,True,2022-05-21 20:50:20.612589,47,Web Developer," I am a web developer with over 10 years of experience in the field. I have a strong background in HTML, CSS, JavaScript, and PHP. I am also well-versed in content management systems such as WordPress and Drupal. In my previous roles, I have worked on a variety of projects including website development, web application development, and e-commerce development. I have also worked on projects involving search engine optimization and social media integration.",development;worked;web;projects;integration;developer;years;experience;field;strong;media integration;strong background;html css;css javascript;content management;management systems;previous roles;including website;involving search;search engine,10
858,Lucine,Bygraves,lbygravesnt@deviantart.com,Female,Imobisoft,https://www.linkedin.com/in/Lucine_Bygraves,True,Manchester,True,True,True,True,2022-11-10 20:50:20.612589,162;199;199,Senior Software Engineer," Senior Software Engineer with over 10 years of experience in the IT industry. Strong background in software development and project management. Proven track record of delivering high-quality software on time and on budget. Experience with a variety of programming languages and technologies, including Java, .NET, and PHP. Passionate about learning new technologies and staying up to date on industry trends.",software;experience;industry;technologies;senior;trends;engineer;years;strong;background;industry trends;strong background;project management;management proven;proven track;track record;delivering high;high quality;programming languages;including java,10
859,Dex,McGriffin,dmcgriffinnu@howstuffworks.com,Male,ANGLER UK,https://www.linkedin.com/in/Dex_McGriffin,True,Newcastle upon Tyne,False,False,True,True,2022-08-29 20:50:20.612589,83;62;373;86,Product Manager," I am a highly motivated and detail-oriented Product Manager with over 5 years of experience in the technology sector. In my previous roles, I have successfully launched several products and features that have resulted in increased customer satisfaction and revenue growth. I am an effective communicator and team player, and I am confident that I would be a valuable asset to any organization.  As a Product Manager, I am responsible for the overall product development and execution. This includes developing the product strategy and roadmap, managing the product backlog, and working with the development team to ensure that the product is delivered on time and within budget. I am also responsible for conducting market research and competitor analysis to stay up-to-date on industry trends and best practices. ",product;manager;responsible;team;development;practices;products;highly;motivated;detail;product manager;oriented product;product strategy;product backlog;product development;highly motivated;detail oriented;technology sector;previous roles;successfully launched,5
860,Ruy,Tolfrey,rtolfreynv@google.ru,Male,Inviqa,https://www.linkedin.com/in/Ruy_Tolfrey,True,London,False,True,True,True,2022-11-07 20:50:20.612589,220;267;289;355,Product Manager, Product Manager with over 10 years of experience in the software industry. Proven track record of leading product development teams and delivering successful products. Passionate about building products that solve customer problems and drive business value.,product;products;manager;years;experience;software;industry;proven;track;record;software industry;industry proven;proven track;track record;development teams;delivering successful;solve customer;customer problems;drive business;product manager,10
861,Linnell,Darko,ldarkonw@microsoft.com,Female,Step Up Software Ltd,https://www.linkedin.com/in/Linnell_Darko,True,Belfast,False,False,False,True,2022-11-15 20:50:20.612589,194;372,Product Manager," I am a highly motivated and results-driven product manager with over 10 years of experience in the technology sector. I have a proven track record of successfully launching products and driving revenue growth. In my previous role, I was responsible for managing a portfolio of products worth over $1 billion in revenue. I am skilled in developing product roadmaps, managing cross-functional teams, and driving product innovation. I am a strong communicator and have excellent problem-solving skills.",driving;product;revenue;managing;skills;products;highly;motivated;results;driven;solving skills;highly motivated;results driven;technology sector;proven track;track record;successfully launching;previous role;cross functional;functional teams,10
862,Wainwright,Burdon,wburdonnx@cornell.edu,Genderfluid,softsync.co.uk,https://www.linkedin.com/in/Wainwright_Burdon,True,Liverpool,True,True,True,False,2022-03-02 20:50:20.612589,239;246,Product Manager," Product Manager with 10+ years of experience in delivering commercially successful products. Proven track record of taking ideas from concept to launch, leading cross-functional teams, and driving product strategy. Expertise in market analysis, competitive intelligence, and product development.  As a Product Manager, I am responsible for leading the development of new products and features. I work closely with the engineering, design, and marketing teams to define the product strategy and roadmap. I also collaborate with customers and stakeholders to understand their needs and requirements.  In my previous role, I was responsible for managing the product lifecycle of a line of business applications. I led the product strategy and roadmap, conducted market and competitive analysis, and developed product requirements. I also worked",product;strategy;manager;responsible;roadmap;leading;teams;market;analysis;competitive;product strategy;product manager;strategy expertise;roadmap conducted;delivering commercially;commercially successful;proven track;track record;taking ideas;cross functional,3
863,Maryann,Taleworth,mtaleworthny@google.com,Female,Liquid Modules Ltd,https://www.linkedin.com/in/Maryann_Taleworth,True,Belfast,True,False,True,False,2022-08-02 20:50:20.612589,336;114;326,Senior Manager IT," professional with 10+ years of experience in it industry As a senior manager IT professional with 10+ years of experience in the industry, I have a proven track record of successfully managing and leading large-scale IT projects and initiatives. I have a deep understanding of the IT landscape and am able to effectively navigate and collaborate with cross-functional teams to drive results. I am a strong leader and team player with excellent communication and interpersonal skills. I am highly motivated and results-driven, with a passion for continuous learning and self-improvement.  I have extensive experience in the areas of IT strategy, planning, and execution, as well as project and program management. I have successfully led a number of large-scale IT initiatives, including the",experience;years;scale;professional;large;industry;successfully;initiatives;results;projects;large scale;extensive experience;leading large;successfully managing;functional teams;drive results;team player;results driven;successfully led;initiatives including,4
864,Billye,Bartoshevich,bbartoshevichnz@amazon.co.uk,Female,Whiz Solutions Ltd,https://www.linkedin.com/in/Billye_Bartoshevich,True,Belfast,True,False,True,False,2023-01-30 20:50:20.612589,14,Product Manager, Product Manager with 5+ years of experience in driving product development from ideation to launch. Proven track record in leading cross-functional teams to deliver innovative products that meet market needs. Strong analytical and problem-solving skills with the ability to think strategically and make data-driven decisions. Excited to join a dynamic team and contribute to the company's success.,product;success;manager;years;experience;driving;development;ideation;launch;proven;launch proven;proven track;track record;leading cross;cross functional;deliver innovative;meet market;strong analytical;problem solving;solving skills,3
865,Magdalen,Grix,mgrixo0@freewebs.com,Female,Software Development Company  SynapseWebSolutions,https://www.linkedin.com/in/Magdalen_Grix,False,Newcastle upon Tyne,False,False,True,False,2022-12-09 20:50:20.612589,353;238;256,Product Manager," Product Manager with over 8 years of experience in product development, product management, and project management. Proven track record of leading cross-functional teams to deliver high-quality products on time and within budget. Expert in product development processes, including requirements gathering, design, and implementation. Strong communication and interpersonal skills, with the ability to build and maintain relationships with stakeholders and cross-functional teams.",product;functional;development;cross;teams;management;manager;years;experience;project;cross functional;functional teams;product development;leading cross;development processes;proven track;track record;deliver high;high quality;budget expert,8
866,Kennith,Rubenczyk,krubenczyko1@washington.edu,Genderfluid,Decoded Solutions Ltd,https://www.linkedin.com/in/Kennith_Rubenczyk,True,Birmingham,True,True,True,False,2022-08-20 20:50:20.612589,238;48;332,Web Developer," I am a web developer with over 10 years of experience. I have worked on a variety of projects, from small personal websites to large corporate applications. I have a strong understanding of both front-end and back-end development, and I am comfortable working with a variety of programming languages and technologies. I am also an expert in search engine optimization and social media marketing.",variety;end;marketing;web;developer;years;experience;worked;projects;small;media marketing;web developer;small personal;personal websites;large corporate;corporate applications;strong understanding;comfortable working;programming languages;search engine,10
867,Dianna,Miskin,dmiskino2@skyrock.com,Female,Talon Business Solutions,https://www.linkedin.com/in/Dianna_Miskin,True,Manchester,True,True,True,True,2022-03-10 20:50:20.612589,141;96;123,Machine Learning Engineer," I am a machine learning engineer with experience in developing and implementing machine learning and deep learning models. I have a strong background in data analysis and data modeling, and I am proficient in programming languages such as Python and R. I am also familiar with machine learning and deep learning frameworks such as TensorFlow and Keras. In my previous roles, I have worked on a variety of projects involving natural language processing, image recognition, and recommendation systems. I am passionate about using my skills and knowledge to create impactful solutions and solve complex problems.",learning;machine;deep;data;problems;engineer;experience;developing;implementing;models;machine learning;deep learning;learning engineer;learning models;learning frameworks;implementing machine;complex problems;strong background;previous roles;projects involving,6
868,Beauregard,Cordelette,bcordeletteo3@goo.gl,Male,RedBlack Software Ltd,https://www.linkedin.com/in/Beauregard_Cordelette,True,London,False,False,True,False,2023-01-14 20:50:20.612589,22;39;104;6,System Designer," System Designer with over 10 years of experience in the IT industry. Expert in designing and implementing complex IT solutions for a variety of industries. Proven ability to manage and lead large-scale projects.  Experience in developing and maintaining relationships with key stakeholders, including clients, vendors, and team members. Strong communication and interpersonal skills.  Expert in system design, including system architecture, system integration, and system testing. Experience in developing and maintaining system documentation.  Experience in designing and implementing complex IT solutions for a variety of industries, including healthcare, finance, and government. Proven ability to manage and lead large-scale projects.  Experience in developing and maintaining relationships with key stakeholders, including clients, vendors, and team members.",experience;system;developing;including;maintaining;designing;implementing;complex;solutions;variety;projects experience;maintaining relationships;implementing complex;lead large;large scale;scale projects;key stakeholders;clients vendors;proven ability;team members,10
869,Blanca,Stent,bstento4@sphinn.com,Female,Dassault Systémes UK Ltd,https://www.linkedin.com/in/Blanca_Stent,True,Birmingham,True,False,True,False,2022-07-21 20:50:20.612589,25;289;208,System Designer," System Designer with 6 years of experience in the IT industry. Strong knowledge of system design and development. Expert in system analysis, design, and development. Proven track record of delivering high-quality systems.",design;development;system;designer;years;experience;industry;strong;knowledge;expert;industry strong;strong knowledge;proven track;track record;delivering high;high quality;development expert;analysis design;development proven;system designer,6
870,Donovan,Francioli,dfranciolio5@facebook.com,Male,Apadmi Ltd,https://www.linkedin.com/in/Donovan_Francioli,True,Leicester,True,True,True,False,2022-04-10 20:50:20.612589,149;370,Senior Software Engineer," Senior Software Engineer with over 10 years of experience in developing web-based applications. Proven ability to design and implement complex software systems. Extensive experience in all phases of the software development life cycle, including requirements gathering, design, development, testing, and deployment.  Expertise in Java, J2EE, Spring, Hibernate, JPA, SOAP, REST, AJAX, and Web Services.  Experience in developing applications using MVC architecture.  Proficient in developing applications using JUnit, Mockito, and EasyMock.  Experience in working with various databases like Oracle, MySQL, and PostgreSQL.  Experience in developing applications using Agile methodologies.  Excellent communication,",developing;experience;applications;software;web;design;development;senior;communication;engineer;developing applications;developing web;based applications;applications proven;excellent communication;extensive experience;services experience;easymock experience;postgresql experience;proven ability,10
871,Mollee,Gerding,mgerdingo6@noaa.gov,Female,Headforwards,https://www.linkedin.com/in/Mollee_Gerding,True,Manchester,False,False,True,False,2022-05-27 20:50:20.612589,161,System Designer," I am a system designer with over 10 years of experience in the field. I have a strong background in both software and hardware design, and have worked on a variety of projects ranging from small embedded systems to large-scale cloud computing infrastructure. I am also experienced in project management and team leadership, and have successfully led several large-scale projects from conception to completion.",large;scale;completion;projects;designer;years;experience;field;strong;background;large scale;scale cloud;strong background;hardware design;small embedded;cloud computing;computing infrastructure;team leadership;successfully led;system designer,10
872,Merry,Buglass,mbuglasso7@over-blog.com,Male,Icreon UK Ltd,https://www.linkedin.com/in/Merry_Buglass,True,Cardiff,False,False,True,False,2022-12-20 20:50:20.612589,144;9;226,Product Manager," Product Manager with 5+ years of experience in driving product vision while executing product development to deliver results. Proven track record of taking initiative in finding product solutions to meet customer demands and improve user experience. Possesses strong communication, interpersonal, and problem-solving skills.",product;experience;skills;manager;years;driving;vision;executing;development;deliver;solving skills;deliver results;results proven;proven track;track record;taking initiative;meet customer;customer demands;improve user;possesses strong,2
873,Torre,Avrahamoff,tavrahamoffo8@rediff.com,Male,Maiva,https://www.linkedin.com/in/Torre_Avrahamoff,True,Bristol,True,True,True,True,2023-01-24 20:50:20.612589,52,Sales Manager," Sales Manager with 8+ years of experience in developing and directing sales teams to achieve business objectives. Expertise in developing and implementing sales strategies, managing budgets, and driving top-line revenue growth.  Achieved 140% of quota in 2016 and 120% of quota in 2017 while managing a team of 10 sales representatives.  Developed and implemented a new sales strategy that resulted in a 20% increase in revenue in the first quarter of 2017.  Received the ""Sales Manager of the Year"" award in 2016 for outstanding performance and leadership.  Proven ability to build and maintain strong customer relationships, resulting in a 98% customer retention rate.  Excellent communication, presentation, and interpersonal skills. Sales Manager",sales;manager;developing;quota;managing;revenue;customer;experience;directing;achieve;sales manager;achieve business;business objectives;objectives expertise;driving top;top line;growth achieved;representatives developed;outstanding performance;leadership proven,6059
874,Emmeline,Willimott,ewillimotto9@buzzfeed.com,Female,Web Applications UK Ltd,https://www.linkedin.com/in/Emmeline_Willimott,True,Southampton/Portsmouth,False,True,True,False,2022-04-13 20:50:20.612589,48;263;174,System Designer," I am a highly motivated and dedicated system designer with over 10 years of experience in the field. I have a proven track record of success in designing and implementing complex systems for a variety of clients. I am also a strong team player, with excellent communication and interpersonal skills.",skills;highly;motivated;dedicated;designer;years;experience;field;proven;track;interpersonal skills;highly motivated;proven track;track record;implementing complex;strong team;team player;excellent communication;dedicated system;system designer,10
875,Mordecai,Molineux,mmolineuxoa@pinterest.com,Male,RedBlack Software Ltd,https://www.linkedin.com/in/Mordecai_Molineux,True,Sheffield,False,True,True,False,2022-03-09 20:50:20.612589,363;12,Sales Manager," I am a sales manager with over 10 years of experience in the industry. I have a proven track record of success in leading teams to meet and exceed sales goals. I am a strategic thinker and a strong communicator, and I am able to build relationships with clients and team members. I am also a quick learner and adapt easily to new situations.",sales;situations;manager;years;experience;industry;proven;track;record;success;proven track;track record;strategic thinker;strong communicator;build relationships;quick learner;adapt easily;sales manager;leading teams;exceed sales,10
876,Robers,Emilien,remilienob@guardian.co.uk,Male,Avco Systems Ltd,https://www.linkedin.com/in/Robers_Emilien,True,Nottingham,False,False,True,True,2022-09-04 20:50:20.612589,42;286;52;243,Machine Learning Engineer," I am a machine learning engineer with experience in developing and optimizing machine learning models. I have a strong background in data analysis and statistical modeling, and I am skilled in programming languages such as Python and R. In my previous role, I worked on a team that developed a machine learning model to predict customer behavior. I was responsible for collecting and analyzing data, developing and testing the model, and presenting the results to the team. I am currently looking for a new opportunity where I can use my skills and experience to contribute to the success of a team.",machine;learning;team;developing;model;experience;data;engineer;optimizing;strong;machine learning;learning engineer;optimizing machine;learning models;data developing;strong background;statistical modeling;programming languages;previous role;predict customer,7
877,Obed,Dressel,odresseloc@bizjournals.com,Male,Icreon UK,https://www.linkedin.com/in/Obed_Dressel,True,London,False,True,True,False,2022-08-31 20:50:20.612589,27;139,Sales Manager," Sales manager with over 10 years of experience in the industry. Proven track record of success in developing and implementing sales strategies, leading teams, and driving revenue growth. Experienced in both B2B and B2C sales.  Adept at building strong relationships with clients and partners, and effectively managing sales teams to achieve results.  Well-versed in all aspects of the sales process, including lead generation, qualification, and closing.  Able to work independently and as part of a team, and consistently meet or exceed sales targets.  Seeking a challenging and rewarding sales management role where I can utilize my skills and experience to contribute to the success of the organization.",sales;teams;experience;success;organization;team;manager;years;industry;proven;leading teams;industry proven;proven track;track record;strategies leading;driving revenue;revenue growth;growth experienced;building strong;strong relationships,10
878,Martie,Lovett,mlovettod@biglobe.ne.jp,Female,Caiman Software Development Ltd,https://www.linkedin.com/in/Martie_Lovett,True,Manchester,True,False,True,False,2022-06-07 20:50:20.612589,65,Data Analyst," As a data analyst with 5 years of experience, I have a proven track record of identifying trends and insights through the analysis of complex data. I am highly skilled in data mining, data cleansing, and data modeling, and I have a strong understanding of data analysis and data presentation. I am also proficient in using various data analysis tools, including SAS, SQL, and R. In my previous role, I utilized my data analysis skills to develop and implement data-driven solutions to improve business processes and increase efficiency. I have a Master's degree in Data Science from the University of Washington.",data;analysis;washington;analyst;years;experience;proven;track;record;identifying;data analysis;analysis tools;analysis skills;proven track;track record;identifying trends;highly skilled;strong understanding;tools including;including sas,5
879,Tan,Serot,tserotoe@redcross.org,Male,eg technology,https://www.linkedin.com/in/Tan_Serot,False,Southampton/Portsmouth,False,False,False,True,2022-03-28 20:50:20.612589,71;91;330,Software Engineer," I am a software engineer with over 10 years of experience in the industry. I have a strong background in developing web applications, and have worked on a variety of projects in both the public and private sectors. In my previous roles, I have successfully led development teams and worked closely with clients to ensure that their needs are met and that the final product is of the highest quality. I am passionate about software engineering and am always looking for new challenges and opportunities to grow my skills.",software;worked;skills;engineer;years;experience;industry;strong;background;developing;strong background;developing web;web applications;private sectors;previous roles;successfully led;led development;development teams;final product;highest quality,10
880,Ardis,Krugmann,akrugmannof@mac.com,Female,Focus Solutions Group Ltd,https://www.linkedin.com/in/Ardis_Krugmann,True,Bournemouth/Poole,True,False,True,False,2023-02-01 20:50:20.612589,164;199;125;326,Data Scientist," I am a data scientist with over 10 years of experience in the field. I have a strong background in machine learning and data mining, and I am skilled in developing predictive models and algorithms. I have worked on a variety of projects in different industries, including healthcare, finance, and marketing. In my previous roles, I have used a variety of tools and techniques to analyze and interpret data, including R, Python, and SQL. I am also proficient in data visualization and presentation.",data;variety;including;presentation;scientist;years;experience;field;strong;background;strong background;machine learning;developing predictive;predictive models;healthcare finance;previous roles;industries including;including healthcare;data scientist;data mining,10
881,Collie,Rush,crushog@cbsnews.com,Female,Reflexis Systems,https://www.linkedin.com/in/Collie_Rush,False,Liverpool,False,False,True,False,2022-02-22 20:50:20.612589,250;67,Data Scientist," I am a data scientist with experience in the pharmaceutical industry. I have a strong background in data analysis and modeling, and I am proficient in a variety of programming languages and software tools. I am also experienced in machine learning and artificial intelligence techniques. In my previous roles, I have worked on projects involving data mining, data visualization, and predictive modeling. I am passionate about using data to drive informed decision-making and improve business outcomes.",data;modeling;outcomes;scientist;experience;pharmaceutical;industry;strong;background;analysis;business outcomes;pharmaceutical industry;strong background;programming languages;software tools;machine learning;artificial intelligence;intelligence techniques;previous roles;projects involving,6
882,Kristofor,Drezzer,kdrezzeroh@photobucket.com,Male,IRIS Software Group Limited,https://www.linkedin.com/in/Kristofor_Drezzer,True,Newcastle upon Tyne,False,False,True,False,2022-10-24 20:50:20.612589,298;101,Web Developer," As a web developer with over 10 years of experience, I have a strong understanding of the full web development process. I have worked on a variety of projects, from small personal websites to large corporate applications. I have a strong background in both front-end and back-end development, as well as experience with a variety of programming languages and frameworks. I am also well-versed in content management systems, including WordPress and Drupal. In addition to my development skills, I have excellent communication and problem-solving abilities. I am a quick learner and am always eager to learn new technologies and techniques.",variety;development;strong;web;experience;end;techniques;developer;years;understanding;strong understanding;strong background;small personal;personal websites;large corporate;corporate applications;programming languages;content management;management systems;systems including,10
883,Clyde,Erik,cerikoi@mtv.com,Male,"Eastpoint Web, Mobile and Software Development",https://www.linkedin.com/in/Clyde_Erik,True,Belfast,False,False,True,True,2022-03-02 20:50:20.612589,381;0;388,Product Manager," I am a highly motivated and detail-oriented product manager with over 10 years of experience in the technology industry. I have a proven track record of successfully managing complex product development projects and leading cross-functional teams.  In my previous role, I was responsible for developing and executing the product strategy for a new cloud-based platform. I worked closely with the development team to define the product requirements and prioritize the features based on customer needs. I also collaborated with the marketing and sales teams to create a go-to-market strategy and launch plan.  I am a strong communicator and problem-solver, and I am passionate about delivering high-quality products that meet the needs of the market. I am confident that I could be",product;teams;development;strategy;based;market;team;highly;motivated;detail;functional teams;sales teams;development team;highly motivated;detail oriented;technology industry;proven track;track record;successfully managing;managing complex,10
